sentence,Positive,,,
Beda kasus nya cooi Kd berpisah dgn selingkuh,0,,,
"Beda kasus nich, klo KD kan jelas selingkuh apalagi di depan anak""nya, sama orang bercerai karena beda agama ato karena hal yg lain.",0,,,
beda kasus coyyyy.....disini anak kd melihat sendiri perselingkuhan miminya....kasian trauma bathinnya,0,,,
"Beda dosa beda karma, udahlah gk usah publikasi ttg kemesraan. Preeeetlaaaaah ?￰ﾟﾘﾂ?",0,,,
Beban moril apaan yg ada beban malu .,0,,,
Bayangkan cewek habis diikat disuruh ke panggung.harusnya kan DITOLONG DULUK DITANYAK DULU DI DALEM BUKAN DI PANGGUNG KOCAK,0,,,
"Bayak disensor lebi baik nga usa di tayangkn acara ini,",0,,,
batu kali mau nyamain dirinya ama berlian jauh x tante kasihan anda gak sebanding kayak langit ama bumi .?￰ﾟﾘﾱ?￰ﾟﾘﾱ?￰ﾟﾘﾱ,0,,,
Barbie wanita tulen tapi lebih identik mirip Bencong?setau gua dulu namanya ija gitu nga sih? terus pas tenar lagi otomatis pangkling kaga kenal gua kira dia transgender?￰ﾟﾤﾣ?semakin sini halu barbie merajalela padahal dulu Mah normal² aja,0,,,
"bapak president ngerti gak sama yg di omongin? rebahan aj di ramah pak, bikin makin pusing bpk",0,,,
Banyak ngibul kalo ngomong,0,,,
"banyak contoh negara negara kok, kita biasa saja. tolol",0,,,
BAnyak bazer yg menyusup hahaha,0,,,
"Bantuan kemanusiaan apaan njir,,,,,boro boro dapet,y ada cuma dirumah aja,sampe mati",0,,,
Bangsa lain ribut soal perang era modern.. bangsa kita malah ribut soal ideologinya sendiri.. kerja cuma buat ngenyangin perut bukan sejahterain rakyatnya sendiri.. katanya wakil rakyat.. DPR ngaca lagi deh plis.,0,,,
BANG BILLYYYY JGN DEKAT CABE2AN LAGI DONG. PANSOS ABIS ITU PERGI .. HIKS,0,,,
Bandara selalu terbuka untuk pariwisata. Semua karena manusia satu ini ekonomi rakyat jd hancur. Selamat menik-Mati bagi para pengikutnya,0,,,
"Baiknya Budi Djarot segera menyerahkan diri ke pihak kepolisian, daripada di Kuliti...atiiiit tauuuu....?￰ﾟﾤﾣ?",0,,,
"Bagi sy,yg ikut demo dgn Jarot itu harus di proses jg,sebab kalo TDK akan timbul jarot2 yg baru.",0,,,
"Bagi saya kurang sependapat dgn pendapat yg susuk sipelaku tidak ada hubungannya dgn datangnya mahkuk goib yg suka kepadanya, justru karna susuk yh dipakainya lah yg membuka apa mengundang mahkluk goib apa jin itu datang kepadanya",0,,,
Baca Mulu jok kalau pidatonya haha,0,,,
"Baaaacccccoooottttt lah,,,",0,,,
B.jarot and seluruh grombolan yang di kejadian pemakaman baleho HRS HARUS IKUT PULA DICIDUK TERMASUK PEREMPUAN 2 MURAHAN .,0,,,
Azab allah makanya kalo laki laki jangan ngaku perempuan,0,,,
ayooo ummat Islam semangat ramaikan baliho kasi penuh kota2 kalian sy jauh d Merauke tp sy tetap selalu mendukung n mendoakan kaliang betjihak jalan ALLAH SWT melindungi kita semua nya d lindungi ALLAH SWT aaamiiin3 Yaaa rabbal aalamin ?,0,,,
ayo warga n masyarakat jgn pda ngeyel n egoeis lhat uda 100lbih yg mti kok blm jga sdar jgn prut d jdikn alasan,0,,,
aws ujung2nya cm mau mrotin uang nya itu si irfan kn cm mau uang nya sj dlu sm mpok eli sugigy jg dlu sm prtama romantis tpi udh lm dn bosan cri yg bnyak duitnya lgi,0,,,
"Awas, salah data. Orang ngedehem doang langsung ODP ?",0,,,
Awas hilang Lo dari muka bumi y pada ngoment wkwkwk di larang koment selama 2 priode ntr ada y gedor2 pintu rumah bukan hantu melainkan ??? Koment hayo.. wahaha2REPLY,0,,,
Aurat tu kak harga nya lebih mahal daripada dunia,0,,,
Au ah....ngomong opo sih sampean??? Kok byk yang ngebully sampean sih?? Susah klo sudah tdk dipercaya rakyat.,0,,,
"Atta Tu KEKURANGNNYA CUMAN 1 APAKAHHH ITUUU ATTITUDE NYA GA ADA ANJING !!! Gua masih inget dulu pernah dia grebek rumah di pondok indah udh, orangnya udh ga muds lagi pas si kake lagi kasih motivasi ehh atta malah nge bacot ulang, boleh kaya tapi jgn ....(trsh lu mau isi apa) berpikir sebelum bertindakRead more",0,,,
"Astfrlo aljim ..ko mau cari jodoh aja hrs di buka aib sndri2..dosa tau..hrysy Klian malu dgn klrga ibu dan bpk kmu drumh ,tetangga ..jika menonton tayangan ini.apa kata mereka.",0,,,
"Astaqfiruallahal'adzim....hti2 mb nikita siksaan Allah lbh kejm ingt itu aurat ya mb ....klo Allah udh bilng KUNFAYAKUN ,apapun akn trjd ngga akn pernah bs yg mnceghnya ?",0,,,
Astagpirullah.... Semoga piky di beri kshtan amiiin diam itu mas...,0,,,
Astaghfirullah pak. Mungkin untuk sekarang saya msh bisa bertahan. Tp klo sampai 22 Mei. Saya ank kost'an. Kerjaan GK jelas. Gaji ntah thr gimana nantinya. Bantuan juga tidak sampai. Padahal KTP Jakarta. Tabungan GK akan sampai selama itu,0,,,
"Astaghfirullah Hal Adziim,untung yang melakukan seperti ini bukan Gubernur DKI Jakarta,coba kalau gubernur DKI Jakarta yang melakukan,se Indonesia akan meledak beritanya, Astaghfirullah Hal Adziim, pemimpin seperti nggak bisa dicontoh, peraturan dibuat sendiri dilanggar sendiri, seperti orang bingung ,.",0,,,
Astagfirullah ya allah gimana ibu nya nonton pasti hancur hati nya ?￰ﾟﾘﾭ?,0,,,
astagfirullah itu aib di buka depan semua couo ?,0,,,
"Astagfirullah ,, Tanda2 akhir zaman ,, Org2 skrg dgn bangga viral dgn cara mempermalukan diri ny sendri ,,nauzubillahminzalik ,,",0,,,
"Astaga kekeyy suaranya faless banget kok dividio clipnya bagus yaak hahaha...aduh dimana"" pansos terus dehh heran aku. Udah jawabannya kalo ditanya beda"" Udah sekarang bilang Masyaallah terus ?",0,,,
"Astafirlloh,,kok garis tangan ini banyak yg tdk virgin",0,,,
"Astafirlloh,,kok garis tangan ini banyak yg tdk virgin",0,,,
Ass berbi ama pok eli ya masih cantik pok eli lihat kumala bibirnya hidongnya tambang monyong.lagi berbi pelakor ambil suami orang?REPLY,0,,,
Asik.....Brownis bs tayang lagi Alhamdulilah.semua pda kangen sm acara Brwonis .,0,,,
ARYIS YG GK LAKU KEBANYAKAN CARI SENSASI N settingan. sdh gk laku ya sadar diri lah gak prl settingam segala,0,,,
"Artis yg sering diboking om om, padahal jelek kurus",0,,,
Artis yg kya gtu mahh bgus.y peran jdi pemulung alias gembel,0,,,
Artis smbong kyk gini mah gak usah tmpil di TV kpd smua stasiun TV gak usah pke dia lg?￰ﾟﾘﾭ?￰ﾟﾘﾭ?,0,,,
Artis kampungan Nyanyi GK bisa maen film apa lagi. Bisa nya cuman berantem,0,,,
Artis ini selalu menampilkan segudang keburukan saja tanpa ada prestasi yg positif dimasyarakat.REPLY,0,,,
"artis baru malah sok2an ... karir Lo sebatas ujung kuku aja tengilnya minta ampun,, Allah mudah naikan jabatan seseorang semudah dia telapak tangan,, dan Allah juga mudah jatuhkan engkau sebatas kedipan mata... wkwkwkk",0,,,
Ape punye show lh.. Org tu kan x sedar... yg kau g tayang video die tu knape? Bkn ke memalukan die nnti,0,,,
"Apakah dg pernyataan Luhut tsb menunjukkan bhw di NKRI ini sdh banyak Eksekutif & Legeslatif yg menjadi ""speaker'y"" komunis❓ Hati² ⚠️...... Bahaya Laten❗",0,,,
Apa gk kasihan sm cewek\cowok yg terbongkar aib nya itu sm aja menggunjing\ngegibahREPLY,0,,,
"APA DI INDO GAK ADA MAHASISWA DAN MAHA SISWI,SI PELAKOR KOK JD WAKIL RAKYAT",0,,,
Apa cuma gw yg bosen di timeline YT ada si bapak ini? Hahaha,0,,,
"Ap lo gk yadar klo adik loe itu pisah krna selingku Sampe dpan ank sndri zina amiit""cabang baiy yadar oeee",0,,,
"Ap lo gk yadar klo adik loe itu pisah krna selingku Sampe dpan ank sndri zina amiit""cabang baiy yadar oeee",0,,,
"Ank durhaka n mnntu durhaka slmt pnmpuh hidub br mau tau smpi mn rumh tgva kalian.. Selain orh bhkn didesa"" dibubarkn nahin prut dituntut2REPLY",0,,,
Anjirr ini boneka anabele masa lagunya sendiri aja ngga bisa pas.in nada sama musiknya,0,,,
Anjir kaya anak curut,0,,,
Anjir apaan si iklan micin :'v aktingnya uwowwww :v,0,,,
"Anjiiir....sombong amat tuh mulut, ingat di atas langit masih ada langit. Harta bisa hilang seketika bila ALLAH berkendak",0,,,
"Aneh ya aku bingung,dari peserta laki dan perempuan belum dapet pasangannya,cari jodoh ya cari jodoh. Ini malah bikin ribut Mulu,aksi settingan belaka, gimmick murahan dan cerita rekayasa. Matikan TV anda sebelum anda gila karena acara kuantitas ini TDK berfaedah.",0,,,
"Aneh ya aku bingung,dari peserta laki dan perempuan belum dapet pasangannya,cari jodoh ya cari jodoh. Ini malah bikin ribut Mulu,aksi settingan belaka, gimmick murahan dan cerita rekayasa. Matikan TV anda sebelum anda gila karena acara kuantitas ini TDK berfaedah.",0,,,
"Andai ini pidato pengunduran diri, akan lebih berguna dan bermanfaat pasti. ?",0,,,
anak durhaka berarti masa mau menikah gk minta restu dl ke ibux ?￢ﾀﾍ♀️?￢ﾀﾍ♀️?￢ﾀﾍ♀️,0,,,
Amit amit deh ada anggota DPR kayak gini. Malu banget tuh yang rakyat yang diwakili. Enak enakan lu digaji sama hasil pajak. Enggak ikhlas gue,0,,,
ALLAHU AKBAR. WASPADALAH WAHAI UMAT ISLAM. ADA GEROMBOLAN GEROMBOLAN PKI / PDIP. ?￰ﾟﾑﾹ?￰ﾟﾑﾹYG DISOKONG PENGUASA ZALIM LAKNATULLAH. YAKNI.DENI SIREGAR..ADE ARMANDO. ABU JANDA DAN BUDI JAROT..MEREKA HALAL UTK TUMPAS. .KARENA MENGHINA ULAMA DAN UMAT ISLAM,0,,,
ALLAH HU AKBAR F.P.I. MAJU TERUS RAKYAT MENDUKNG ?￰ﾟﾑﾍ?￰ﾟﾒﾖ?￰ﾟﾏﾼ?￰ﾟﾑﾍ?￰ﾟﾒﾖ?￰ﾟﾏﾼ?￰ﾟﾑﾍ?￰ﾟﾒﾖ,0,,,
Alhamdulillah .... 3 lawan 1 . Selamat kak fairuzzz . Makan loooooo trio jahattttREPLY,0,,,
"alah tar ujung2 nya damai, gk bakalan dipenjara , apalagi masalah settingan gtREPLY",0,,,
Aku punya YESUS yang dasyat yang sanggup menyembuhkan Nino dan aku meyakini bahwa Nino akan dipakai Tuhan Yesus dengan luar biasa untuk bersaksi dan membawa jiwa jiwa datang pada Yesus dan diselamatkan Bukan hal yang kebetulan juga apabila Trans TV dipakai Tuhan untuk ambil bagian dalam kesaksian Nino hari ini,0,,,
"Aku pun baik2 aja sm mantan, tp beda permasalahanx, kd dlu berpisah karna apa, kan seharusx gtu",0,,,
"Aku muslim aku begitu mengagumkan sosok ayah ruben dan melani , mrka org paling baik tulus dan selalu menghargai setiap yang beda keyakinan, untuk mu agamamu untuk ku agamaku,sehat selalu ayah ruben ka melani ka igun Nino semua yang ada dibrownis ✨",0,,,
Aku mah lebih suka baca komennya lebih seru daripada beritanya...entah kenapa yg komen banyak lelaki yg marah²....?￰ﾟﾤﾭ?,0,,,
"aku kira kamu org pinrer,ternyata tetot. beda masalh say,emang kamu diselingkuhi,coba dech nnti kamu jd mas anang,aurel azriel biar tahu batin mereka",0,,,
"Aku bingung kok pelakor di angkat jd dewan,aku kesal,aku emosi,aku benci. Lalu suamiku berkata,klo dia mau berubah lebih baik knp enggak.REPLY",0,,,
"Akhirnya masuk kandang juga aktor wiro sableng, penjarakan ahok, hukum ahok, akhirnya semua mengikuti ahok ....",0,,,
Ajang cari nafsu ni ? mantap lah,0,,,
Ahok pantas turun.,0,,,
Agama aja gak mempan lawan covid19 hahaha,0,,,
Aduhhhhh..... Gk sadar diri Iy.. Dia tuh luka melihat yng seharusnya belum waktunya dia melihat....,0,,,
"Aduhh yuni kasusnya lain coba km klau jd aurel d azrel,Yg bikin permusuhan itu syp tanyain tuh sama adek mu keluarga Anang Ashanty tak pernah bikin permusuhan malah dri dlu yg mendamaikan itu Ashanty yg tidak mau anak nya memusuhi ibu kandungnya orang se indo tau kok2REPLY",0,,,
aduh udahlah yun intinya semua orang tau kya apa adikmu dan suaminya,0,,,
"Aduh sayang bgt hal hal yg jelek kaya begini di tayangkan, hal yang ga mendidik dan halu di tayangin, brownies itu suguhan yang baik menjadi jelek krn mereka yg halu² begindang...",0,,,
"Aduh pak, bapak gak usah banyak ngomong lagi, bulshit. Rakyat udah banyak yang gak percaya anda. Anda cuma jadi bahan hinaan dan semakin dihujat. Rakyat sudah banyak yang pandai, gak bisa anda bodohi. Untuk apa anda berbicara seperti ini? Toh anda cuma baca teks di depan anda, tanpa mengertinya. Rakyat gak perlu bualan² dari anda/dari menteri²/dari stafsus anda yang hanya menghamburkan uang pajak kami dan menambah utang negara. Tolong amanah dengan jabatan anda sebagai presiden. Jangan terus membuat rakyat mengucapkan sumpah serapah kepada Anda dan anggota kabinet anda. Rakyat capek pak! Capek!",0,,,
"aduh bu yuuunn.... beda kasus lah bu. org lain yg cerai nya baik2 ga ada penghianatan, jg pd damai kok, bukan kamu doang yg kyk gt?￰ﾟﾘﾤ",0,,,
"Addoooooh ... Gimana ini simbul PKI koq semakin berani menampakkan , apa krn dirasa ada kelonggaran ?",0,,,
"Ada2x aja kok takut tersainggi ,amit2",0,,,
"Ada"" aja postingannya ibu Yuni.. bukannya kasih nasehat buat adiknya malah komennya seperti itu.. seolah "" semoga keluarga asik diberikan kesabaran",0,,,
"Ada"" aja postingannya ibu Yuni.. bukannya kasih nasehat buat adiknya malah komennya seperti itu.. seolah "" semoga keluarga asik diberikan kesabaran",0,,,
Ada juga yg bnr dinasti banteng. Gelebus...koe mak mak.,0,,,
ADA HAFIZ QURAN ADUCH GISEL BAYAK CWO PAKEAN Y TERBUKA KYA BAJU ANAK KECIL PATES Y BUAT GEMPI TUH BAJU?,0,,,
ada ada aja vanessa .. kemaren lolos ... skrg malah udh jadi tersangka :( ampun ga kapok kapok,0,,,
Acara yltai ya Kuya.... settingan ANTV gak ak da mutu acara settingan semua,0,,,
Acara yang membosankan terlalu banyak host dan Co host. Harus nya 2 orang aja.,0,,,
Acara Uya Kuya kebnyak setingan kalau GK gitu GK naik reting acarny.,0,,,
"ACARA SETINGAN. ,SETIAP NYARI JODOH SELALU BERANTEM !",0,,,
"Acara setingan, mendingan tidur",0,,,
ACARA PEMBODOHAN yg membuat rakyat tambah bodoh karena acara sampah,0,,,
Acara nggk bermutu....cma mikirin duit doank,0,,,
Acara nggk bermutu....cma mikirin duit doank,0,,,
Acara mmbuka aib sndri...dan mmbuka aib orang,0,,,
Acara kurang bermutu. nggak sportif dan nggak jelas. host x pun bikin malas.,0,,,
Acara GX m3ndidik,0,,,
ACARA GINI AZA DITAYANG IN GK MEDIDIK BGT,0,,,
Acara gak ada maknanya. Kasian amat Yaa ini negara punya acara ga bermakna. Mending gua suruh anak istri nonton Upin Ipin ?￰ﾟﾘﾂ?￰ﾟﾘﾂ? Hahahahahahahahhahahahahahqhqaaaaa,0,,,
Acara gak ada maknanya. Kasian amat Yaa ini negara punya acara ga bermakna. Mending gua suruh anak istri nonton Upin Ipin ?￰ﾟﾘﾂ?￰ﾟﾘﾂ? Hahahahahahahahhahahahahahqhqaaaaa,0,,,
"Acara apaan sih nih, masa aibnya org di buka, di tontonin videonya sma kesemua orang",0,,,
"Acara apaan sech ini,gak jelas banget...out deh,gue dri sini",0,,,
Acara apa ini guys? ?￰ﾟﾤﾦ Mau ngomong ga bermutu tp takut dianggap netijen yg cuma bisa nyinyir...... Hadehh ?￰ﾟﾘﾒ,0,,,
2024 Tangkap Yang terlibat kasus Komisioner KPU ?,0,,,
1:Hamil d suruh gugurin 2:2 th ngilang gak da kabar 3:Ayah meninggal d bilang acting 4:Katanya gk d prbolehkan ktemu anak tpi Waktu nikmir d penjara anaknya tidur m bapaknya,0,,,
"07:56 nih gua kasih tau lo pentoll puyuhh,,org2 yg cover lagu lo itu, dia pengen dengar yang enak tauuu, dengaarr lo nyanyii aja emossiii guaa dasarr pentoll luu!!!",0,,,
0:58 jumlah positif 36.294 tpi di layar dituliskan 39.294... Yg bener yg mana neehh wooii... jgn malah bikin panik masyarakat sendiri dong...,0,,,
"#Sekalipun Yuni mati2an pasang badan buat KD..... kenyataan gk akan tertutup. Dan gk bisa dibandingin dg hancurnya pernikahanmu Yun. Pernikahanmu itu tdk masuk hitungan, kamu sama aja berzina di mata Islam. Anak mu adalah anak zina. #Penderitaan Ziel dan Loly, karena mereka melihat betapa Raul mengambil ibunya, mengajari ibunya berbohong dan menghancurkan keluarga, sampai akhirnya tjd perceraian. Buka hati nuranimu Yuni..... saat itu kamu hanya di sisi KD, menolak kebenaran.... dan akhirnya waktu bicara kan ???.... cerai dg Anang - hamil duluan - menikah..... Ayah mana yg rela (saat itu) mempertemukan ibunya yg selingkuh dan media menyorot kiri kanan.... dengan anak2 yg sedang terpukul (walau mereka mungkin saat itu tdk terlalu menyadari) #Ziel n Loly juga melihat ...ibu mereka hamil duluan sebelum nikah dg Raul... memangnya itu gk beban di bathin anak2? mereka hancur. sedih malu.... #Melihat mereka - termasuk anak2 yg sopan, punya tatakrama - keliatan kan hasil didikan dari tangan orang baik - yg dididik dengan hati...gk pakai polesan. #Jadi kalau sampai bobol ke medsos keluhannya anak2.... bukan berarti mereka bukan anak baik - tapi kata para psikolog - ada yg tdk terselesaikan dan menumpuk ..... (walau semestinya ini gk terjadi) #Bertaubatlah KD ..... sebelum semuanya akan selalu membuat hatimu selalu tidak tenang.... kemanapun kau vacation, setebal apapun make up, sekeren apapun baju... semua gk akan membuat hati mu bahagia... kamu akan membayar mahal atas apa yg kau lakukan.... kecuali Tuhan yg menghapusnya.Read more",0,,,
"#kpi tolong dong jangan kasih tayang konten kayak gini, gk bermanfaat",0,,,
"# Di rumah aja Emang enak klu yg krja d pemerintahan mh Enak, ga krja jg dpt gajih makan tidur makan tidur Coba... klu macam buruh harian, petani, pedagang Dan lain nya Mau makan apa klu # dirumah aja tetep aja ga makan di tanggung juga kaga apa pemerintah, sungguh aneh yang kerja pada di liburkan, angka pengangguran makin meningkat para NARAPIDANA di bebaskan Angka kejahatan semakin merajalela # Sungguh sangat lucu negri ini ?￰ﾟﾘﾂ? jum'atan ga di bolehkan, karna takut berkrumunan orang banyak Harus nya di per banyak2 berdo'a bersama sama biar di jauh kan dari segala marabahaya dan penyakit yg lagi meraja dunia sekarang iniRead more",0,,,
"""Otak di pake pada tempatnya dan mulut dipake pada tempatnya"" hmmm ?",0,,,
"""Merah kuning kelabu,merah muda dan biru Meletus balon hijau dor."" Lah hijaunya dari mana aj*. Jadi ngeri gw aj*",0,,,
"""jika gereja katedral dan masjid istiqlal memiliki nyawa, sangat tidak mungkin jika salah satu atau keduanya tidak memiliki rasa"" wkwk gilak si gaje bat quotes nya",0,,,
"""jiengkel itu saya.."" ""Iya, bu. Saya dari dulu juga jiengkel sm ibu mega __-""",0,,,
"""Hindari kerumunan didaerah masing masing tapi klo kerumunan TKA cina dibandara ya gk apa2""... wkwkwk Budayakan BACOT DOANG",0,,,
"""Emang sebelum covid ada pekerjaan?"" - Onad bahhaha astaga ngakak",0,,,
"""Dirinya dibercandain, kekeyi marah merasa dirinya terhina"". ELU YANG MENGHINA DIRILU SENDIRI PAOK.",0,,,
"...karena takut Ekonomi HANCUR, POLITIK GAK STABIL, ada TEKANAN POLITIK dan berakhir pada KELENGSERAN.. (Tinggal nambahin itu aja kok malu-malu ?￰ﾟﾘﾂ?)",0,,,
"...""saya tak ingin jd pemimpin yg dzolim""...puihhh...ternyata harimau berbulu domba kau!!!muda,ganteng,berpendidikan tinggi ternyata hina sprti sampah?￰ﾟﾘﾈ?",0,,,
"?￰ﾟﾘﾂ?￰ﾟﾘﾂbasi bu,rakyat dh tau pdi p it kumpulan org""busuk yg membohongin rakyat nya sendiri demi perut kenyang?￰ﾟﾘﾁ?￰ﾟﾘﾁ",0,,,
?Cuma mau mengingatkan Sayyidah Aisyah adalah Ummul Muk'minin beliau wanita mulia n terjaga lirik sdh diganti dg. Ulama untuk menjaga Adab kpd Sang Ibu n kesan lagu ini jauh dr kesan Wanita Mulia Sayyidah Aisyah pakaian beliau seperti apa. Mohon lbh hati² untuk menggambarkan org² mulia,0,,,
"?artis terrempong,ternyinyir,tersombong,terjulid dan tersongong",0,,,
"
Yaampun baju nya gisel .. Kek baju anak tk.. Ampun gak sopan bgt mau mssuk tv ..",0,,,
"
Pemerintahan era terbodoh...g bs di bayangin klo seandainya yg terinfeksi sampai jutaan 🙄😭😭😭",0,,,
"
Karna percuma sj gembargembor tp biang corona ada di transportasi yg jumlahnya jutaan",0,,,
"
Jarot d tema2nya menabu genderang perang.
Kami umat Islam siap berjihad melawan kamu Jarot.",0,,,
"
himbau terosss aja pakkkk. Capek sudah dari dulu himbau himbau himbau melulu",0,,,
"
Cocok aja cewek lebaynya seneng terong,cowoknya ngasih sampah ha ha ha ha aneh""cewenya mas uya",0,,,
"
Ceweknya kelakuan nya aneh2 ya",0,,,
"Zaskia Gotik salah satu Penyanyi Dangdut favorit saya Gotik itu polos, baik, ramah, konyol, pecinta dan penyayang ortunya.. Dan yang paling saya suka orangnya tuh cantik, sexy, suaranya bagus, energik dan bodynya tinggi bagus Overall ini video Dangdut Remix terkonsep, terkeren dan terapik di tahun 2019 ini... Sehat dan Sukses selalu Zaskia Gotik dan Nagaswara.. Semoga cepat bertemu jodohnya ya Zaskia Gotik... Please di Edit lagi Video ini buat Teks lirik lagu biar kita cepat bisa hafal lirik tsb... Sukses selalu ya Zaskia gotik dan Nagaswara Record...65REPLY",1,,,
Yun.....jgn membela sepihak ...yg salah jg siapa yg benar jg siapa....jd jgn mempekeruh keadaan situasi jd buminng....aku salut dan bangga kpd bunda Ashanti hatinya bagaikan malaikat...hingga bisa menjadikan Aurel dan azril seperti skrg ...sukses luar biasa ....tp Mimi KD pun sampai kapan pun tetap ibu kandung Aurel dan azril yg menyayangi anak2 nya,1,,,
"Yuhh roro yg dulu ganjen banget... Tapi skrng lebih syantik sopan, baik, kalem",1,,,
"You are really a magnet Ayu....i,ve been here over and over but never geting bored. Things i,ve never done before Really love the song",1,,,
"Yok trending kan ralova, udah lama kita gak kerja buat Rara trending",1,,,
YNG SUKA NONTON DIARY SARWENDAH LIKE DI SINI YA,1,,,
Yg comen kog taw nya menghina org aj.semangat ya mbak barbie.kasian org yg menghina km mbak nambah dosa.suka2 org la mau jd apa.yg penting gak merugikan kalian.smoga busuk mulut kalian,1,,,
Yeeaaa..Brownies live..soooo miss u guys?￰ﾟﾘﾘ?,1,,,
"yeayyyyy brownis tayang lagi,,, sumpah kangen bgt sma lawakan hostnya.. jadi semangat lagi dirumah. trans tv best!!!!!!!!!!!!!!!!!!!!!!!!!",1,,,
yang trending kebanyakn cover lagu Aisyahh yo dong Aurel cover lagu Aisyah jugaa pliisss buat menghiburr fans2 kamu yg lg karantina #dirumahAja,1,,,
Yang suka suara Aurel like Yang suka Arsy komen Yang suka Anang subscribe Yang suka Ashanty tekan tombol lonceng,1,,,
"Yang paling w suka nnton sule itu selain lawakan nya murni tanpa menghina orang lain, tanpa di buat² ,tanpa di paksa in , ia juga slalu menyelipkan kata² bijak , entah itu untuk dirinya ,teman ,dan orang lain , ,salut , , , , dan di episode ini Sule menasehati 3 kali sekaligus mengingatkan Andre ,",1,,,
Yang paling ku suka dari agnes mo dia selalu berikan yg terbaik entah untuk apapun itu,1,,,
"Yang di tunggu tunggu... incesss... pak RB.. Happy anivesary 1st syahreino... Semoga langgeng,hanya maut yang memisahkan..",1,,,
Yang d tunggu2 uda muncul....brownis best 4host ktawa mulu hahah Ayyigu itam merah cantik?￰ﾟﾑﾍ?,1,,,
"Yang baru nonton tahun 2020 like! Btw, ini film bagus banget. Banyak sekali pesan moralnya...",1,,,
"Ya, ternyata spt ini kisahnya... menginspirasi, keren pak joko widodo!!!",1,,,
Ya itulah kenyataannya.. tingkat kesadaran utk tdk keluar rumah rendah..sabar ya Pak Anies.. saya tahu anda tidak meminta haya seperti ini.,1,,,
"ya ampun pilm jadul bagus bnget didlmnya ada prbedaan agama tp sedikitput tdk menyinggung mslh unsur""agama dan endingnya happy pemain jg cuantikkkknya alami ceritanya ringan gk brtele""",1,,,
"Ya ampun gusti siang ini bner"" Ngocak perut ci wendi ?￰ﾟﾘﾁ?￰ﾟﾘﾁ pling best host brownies ini sllu stnby pokok ya dpn brownies",1,,,
"ya alloh nangis gue denger ini , ya alloh mau puasa di suasana kaya gini corona cepet musnah dari bumi ini",1,,,
"Ya Allah... Musnahkanlah virus corona di dunia ini, karena kekuatan kami tak sekuat kekuatanMu.... Sungguh kuasaMu diatas segalanya. Engkaulah sang pemilik siang dan malam dan Engkaulah yg menciptakan dan memusnahkan. Maka, musnahkanlah virus corona dari muka bumi ini. Aamiin...",1,,,
"Ya Allah Ya Rabb, keluarga yang menginspirasi orang banyak dari kerukunan, kehangatan dan kekompakannya, family asix family happy",1,,,
Ya allah sumpah Aku kalo udah liat tingkah kang sule ga bisa berhenti ketawa ?￰ﾟﾘﾁ pasukan ngakak like nya mana,1,,,
"Ya allah suara nya mirip banget sama suara uje, merinding dengernya ?",1,,,
Ya Allah suara nya kak Nissa merdu banget smpai aku nangis?￰ﾟﾘﾂ Semoga di bulan Raadhan nnti kta dijauhkan dari covid-19 atau disebut virus corona yha? Agar kta bisa puasa seperti biasa AMIN?￰ﾟﾘﾇ,1,,,
Ya Allah suara nya kak Nissa merdu banget smpai aku nangis?￰ﾟﾘﾂ Semoga di bulan Raadhan nnti kta dijauhkan dari covid-19 atau disebut virus corona yha? Agar kta bisa puasa seperti biasa AMIN?￰ﾟﾘﾇ,1,,,
Ya Allah stp dengerin lagu ini tanpa terasa air mata ini menetes ingat Alm. UJE. Semoga Allah tempatkan beliau di SurgaMU ya Allah. Alfatihah..,1,,,
Ya Allah pp love. Sama bucin Keren bnget ?￰ﾟﾑﾍ? Aku sampe jungkir blik gk kuat mewek?,1,,,
"Ya Allah pembawaannya tenang banget, nyanyinya santai banget tapi high class kebangetan. Bener2 serasa nonton konser hollywood.",1,,,
Ya Allah ngakak sya sma Bang Akhri,1,,,
"Ya Allah kang Suleee... cmpur baur nntonnya ktawa ampe nangis tapi nangis cmpur terharu perjuangn kank Sule utk anak"" & klrg ...",1,,,
"Ya Allah ini anak Muhammad Hadi Assegaf nanti sudah besar nya seperti Eyang nya yg selalu me mbimbing nya , mantul merdu berner?￰ﾟﾑﾍ?",1,,,
Ya allah enak banget lagunya like ya yg merasa lagu ini sempurna,1,,,
"Ya allah dunia akhirat buat anak saleh,udh ganteng enak melantunkan ayat suci al quran nya.",1,,,
Ya Allah ampe ngakak aku....?￢ﾘﾺ️? sehat trus ya kang sule... Putri hebat....?￰ﾟﾑﾍ?almarhumah teh lina... semoga Allah SWT ampuni dosa2 teteh karna hanya Allah yg tau hati teteh.... dan semoga teteh husnul khotimah.... Aamiin YRA,1,,,
Ya Allah aku nntnnya ketawa sambil nangiss Keinget ayah ? Sehat terus om Sule,1,,,
Wow...wow.... Ini baru bnr2 fakta. Artis multitalent. Rara is the best kamu adalah bintang segala bintang,1,,,
Wow asik banget musiknya . Entah kenapa meskipun lagunya santai damai . Tapi bikin semangat .,1,,,
Wooow kereeeen.... the best video backgroundnya sungguh pemandangan alam yg sangat indah...menambah kesyahduan pasangan ini...kak Adit sama Mpok Elly......smoga keberkahan slalu menyertai kalian berdua ...?￰ﾟﾑﾍ?REPLY,1,,,
"wkwkwkw. mas sule gak beruba masi lucu dan top nomor 1 menjadi pelawak. ini menurut saya ya, setuju gak",1,,,
